EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, BAT, CNT, VALID, DT, TRIG
126182.000,120103.800,149968.100,422761.400,149908.500,145751.500,131447.800,142247.300,-0.207,0.939,-0.289,-5.005,7.843,0.244,66.667,78.000,1.000,0.015,0.000
126141.700,120071.900,149919.400,422455.800,149724.500,145620.100,131317.800,142052.100,-0.201,0.945,-0.287,-4.822,6.927,0.732,66.667,79.000,1.000,1.904,0.000
126114.000,120048.000,149883.700,422098.300,149456.600,145429.000,131124.600,141800.300,-0.190,0.943,-0.291,-4.852,5.890,1.160,66.667,80.000,1.000,4.985,0.000
126049.000,119985.800,149815.800,421952.900,149388.300,145360.300,131052.800,141764.900,-0.184,0.947,-0.291,-4.852,5.249,1.709,66.667,81.000,1.000,2.496,0.000
126026.300,119972.600,149793.200,422051.300,149585.100,145482.100,131184.900,141949.100,-0.177,0.942,-0.294,-4.700,4.486,2.136,66.667,82.000,1.000,2.450,0.000
125985.100,119935.800,149749.200,422047.700,149702.000,145554.000,131266.700,142048.700,-0.172,0.941,-0.300,-4.822,3.998,2.625,66.667,83.000,1.000,2.530,0.000
125960.700,119915.600,149717.600,421773.100,149525.800,145437.400,131150.500,141861.500,-0.165,0.941,-0.303,-4.669,3.448,3.204,66.667,84.000,1.000,2.492,0.000
125952.800,119910.100,149703.000,421452.900,149270.000,145264.500,130971.600,141616.000,-0.156,0.942,-0.306,-4.700,3.082,3.540,66.667,85.000,1.000,3.043,0.000
125936.400,119896.600,149681.100,421380.100,149253.300,145243.900,130950.700,141625.200,-0.154,0.948,-0.305,-4.547,2.838,3.967,66.667,86.000,1.000,0.007,0.000
125931.300,119885.400,149669.800,421509.600,149456.800,145369.500,131083.200,141834.400,-0.146,0.955,-0.310,-4.791,2.533,4.242,66.667,87.000,1.000,1.882,0.000
